                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.3083,                 3.8442,                 3.7598,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.075042,              0.0026535,              0.0026535
                      2,                 2.9083,                 3.5223,                 3.2234,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.049569,              0.0051661,              0.0051661
                      3,                 2.7478,                 3.4095,                 3.0528,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.023919,              0.0075007,              0.0075007
                      4,                 2.7178,                 3.3669,                  3.036,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0086562,              0.0086562,              0.0086562
                      5,                  2.612,                 3.2846,                 2.9605,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0083382,              0.0083382,              0.0083382
                      6,                  2.552,                 3.3016,                 2.8915,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0080203,              0.0080203,              0.0080203
                      7,                 2.4775,                 3.2394,                  2.847,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0077023,              0.0077023,              0.0077023
                      8,                 2.4585,                 3.2235,                 2.8599,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0073844,              0.0073844,              0.0073844
                      9,                 2.4066,                  3.172,                 2.8361,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0070664,              0.0070664,              0.0070664
                     10,                 2.3802,                 3.1304,                 2.7694,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0067485,              0.0067485,              0.0067485
                     11,                  2.342,                 3.0636,                 2.7402,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0064305,              0.0064305,              0.0064305
                     12,                 2.3431,                  3.012,                 2.7024,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0061126,              0.0061126,              0.0061126
                     13,                 2.3114,                 2.9994,                 2.7191,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0057946,              0.0057946,              0.0057946
                     14,                 2.2825,                 2.9547,                 2.6929,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0054767,              0.0054767,              0.0054767
                     15,                 2.2174,                 2.8626,                 2.6371,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0051587,              0.0051587,              0.0051587
                     16,                 2.1847,                 2.7483,                 2.5943,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0048408,              0.0048408,              0.0048408
                     17,                 2.1559,                 2.7306,                 2.5831,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0045229,              0.0045229,              0.0045229
                     18,                 2.1521,                 2.7113,                 2.5846,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0042049,              0.0042049,              0.0042049
                     19,                  2.122,                   2.65,                 2.5562,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003887,               0.003887,               0.003887
                     20,                 2.1071,                 2.5947,                 2.5331,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003569,               0.003569,               0.003569
                     21,                 2.1448,                 2.6817,                 2.5235,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0032511,              0.0032511,              0.0032511
                     22,                 2.0917,                 2.5684,                 2.5193,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0029331,              0.0029331,              0.0029331
                     23,                 2.0587,                 2.5046,                 2.4966,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0026152,              0.0026152,              0.0026152
                     24,                  2.024,                 2.4268,                 2.4538,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0022972,              0.0022972,              0.0022972
                     25,                 2.0266,                 2.4127,                 2.4586,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0019793,              0.0019793,              0.0019793
                     26,                  1.995,                 2.3519,                 2.4324,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016613,              0.0016613,              0.0016613
                     27,                 1.9913,                  2.342,                  2.426,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0013434,              0.0013434,              0.0013434
                     28,                 1.9684,                 2.2956,                 2.4092,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010254,              0.0010254,              0.0010254
                     29,                 1.9868,                 2.2755,                 2.4089,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00070749,             0.00070749,             0.00070749
                     30,                 1.9423,                 2.2297,                 2.3785,                0.35412,                0.41723,                0.33153,                0.13303,                 1.9764,                 2.1626,                 2.4068,             0.00038954,             0.00038954,             0.00038954
