fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.46224,0.00651,0.00896,0.88183,0.00051,3.41933,0.71674,6.3139,0.41714,1.66416,0.02157,0.49884,0.35053,0.0,0.08529,0.46097,0.0,0.0,0.0,0.42133,0.0,0.97803,0.0,0.0
0.479,0.00674,0.00906,0.88047,0.0005,3.35582,0.71674,6.28482,0.41776,1.75036,0.02157,0.50441,0.36057,0.0,0.08539,0.47192,0.0,0.0,0.0,0.42133,0.0,0.95464,0.0,0.0
0.47834,0.00683,0.00792,0.91076,0.00047,3.76625,0.57276,7.17164,0.41776,1.70612,0.01858,0.51241,0.33775,0.0,0.08801,0.44579,0.0,0.0,0.0,0.42939,0.0,0.95464,0.0,0.0
0.46439,0.00715,0.00766,0.88964,0.00047,3.8943,0.57276,7.32451,0.4411,1.7091,0.0185,0.40186,0.34147,0.0,0.08801,0.34386,0.0,0.0,0.0,0.39529,0.0,1.0,0.0,0.0
0.47491,0.00523,0.00781,0.81789,0.00054,3.76625,0.61542,5.62191,0.41776,1.70612,0.01968,0.61355,0.2876,0.0,0.08134,0.37318,0.0,0.0,0.0,0.42939,0.0,1.0,0.0,0.0
0.48199,0.0069,0.00801,0.91658,0.00048,3.7879,0.57303,7.14812,0.41776,1.72901,0.0191,0.50276,0.33775,0.0,0.08803,0.43567,0.0,0.0,0.0,0.43488,0.0,0.97087,0.0,0.0
0.47658,0.00743,0.00803,0.91076,0.00047,3.58685,0.65696,7.17164,0.43053,1.63137,0.01858,0.51241,0.34509,0.0,0.08472,0.41393,0.0,0.0,0.0,0.40164,0.0,0.99509,0.0,0.0
0.46966,0.00666,0.00782,0.88887,0.00047,3.89027,0.55043,6.56178,0.38992,1.58186,0.02015,0.43095,0.31449,0.0,0.0772,0.34493,0.0,0.0,0.0,0.42939,0.0,1.0,0.0,0.0
0.47235,0.00722,0.00816,0.90188,0.00047,3.71256,0.56514,7.14165,0.40366,1.70612,0.01873,0.55359,0.3172,0.0,0.08801,0.46036,0.0,0.0,0.0,0.45321,0.0,1.0,0.0,0.0
0.46442,0.00873,0.0078,0.91195,0.00047,3.26568,0.54012,6.69356,0.39177,1.68055,0.01816,0.59601,0.27762,0.0,0.08803,0.35138,0.0,0.0,0.0,0.49686,0.0,1.0,0.0,0.0
0.48205,0.00683,0.00821,0.90424,0.00047,3.77272,0.57276,7.1953,0.42425,1.70612,0.01879,0.511,0.34167,0.0,0.08812,0.4403,0.0,0.0,0.0,0.4088,0.0,0.92393,0.0,0.0
0.4758,0.0069,0.00798,0.91748,0.00048,3.67627,0.55802,7.10346,0.41776,1.72901,0.01933,0.51319,0.32522,0.0,0.08832,0.43741,0.0,0.0,0.0,0.43995,0.0,0.97087,0.0,0.0
0.47177,0.00737,0.0078,0.88207,0.00049,3.77272,0.6165,6.92494,0.44984,1.76445,0.01806,0.60822,0.34167,0.0,0.09386,0.47575,0.0,0.0,0.0,0.46995,0.0,0.74924,0.0,0.0
0.46335,0.00698,0.00761,0.89413,0.00045,3.79841,0.59031,7.14812,0.39316,1.68233,0.01712,0.5549,0.34422,0.0,0.08501,0.39541,0.0,0.0,0.0,0.4374,0.0,0.94163,0.0,0.0
0.47675,0.00674,0.00938,0.84023,0.00051,3.82805,0.76415,6.05964,0.48894,1.93855,0.01925,0.65745,0.3824,0.0,0.08539,0.53913,0.0,0.0,0.0,0.42133,0.0,0.66431,0.0,0.0
0.48283,0.00662,0.00906,0.86043,0.0005,3.28524,0.74095,6.1562,0.41262,1.89941,0.01954,0.49568,0.36057,0.0,0.08617,0.49698,0.0,0.0,0.0,0.42133,0.0,0.87544,0.0,0.0
0.47442,0.00739,0.00944,0.91553,0.00042,3.8898,0.57303,7.14812,0.38492,1.73258,0.0191,0.47517,0.31959,0.0,0.08884,0.43567,0.0,0.0,0.0,0.48274,0.0,0.99799,0.0,0.0
0.48211,0.00686,0.00906,0.86043,0.00051,3.28524,0.75992,6.1562,0.41795,1.86092,0.01954,0.49452,0.36674,0.0,0.08827,0.50366,0.0,0.0,0.0,0.40226,0.0,0.88451,0.0,0.0
0.4751,0.00678,0.00906,0.86043,0.00051,3.31293,0.7624,6.14369,0.4156,1.86092,0.01921,0.48789,0.36234,0.0,0.08749,0.50366,0.0,0.0,0.0,0.3887,0.0,0.87514,0.0,0.0
0.47633,0.00762,0.00915,0.73729,0.00047,3.36219,0.74095,6.66425,0.42417,1.89054,0.02118,0.45772,0.41482,0.0,0.07623,0.6097,0.0,0.0,0.0,0.37144,0.0,1.0,0.0,0.0
0.47436,0.0058,0.00906,0.86043,0.00052,3.35548,0.74238,6.1562,0.41889,1.833,0.01954,0.59974,0.36674,0.0,0.08827,0.47503,0.0,0.0,0.0,0.34844,0.0,0.64901,0.0,0.0
0.4752,0.00696,0.00821,0.89453,0.00045,3.48822,0.566,7.1953,0.45804,1.78257,0.01895,0.50613,0.31933,0.0,0.08744,0.44855,0.0,0.0,0.0,0.40112,0.0,0.90031,0.0,0.0
0.46917,0.00684,0.00886,0.91202,0.00048,4.00558,0.47518,8.06639,0.37936,1.70612,0.0209,0.54184,0.32361,0.0,0.09232,0.40072,0.0,0.0,0.0,0.43216,0.0,0.98393,0.0,0.0
0.4589,0.00679,0.00826,0.90037,0.00046,3.7879,0.66025,6.72229,0.3941,1.87245,0.01849,0.47112,0.33703,0.0,0.08706,0.38188,0.0,0.0,0.0,0.40521,0.0,0.89889,0.0,0.0
0.47082,0.00683,0.00821,0.90267,0.00043,4.70537,0.5469,5.97856,0.47156,1.79048,0.01746,0.511,0.30792,0.0,0.08812,0.4403,0.0,0.0,0.0,0.31123,0.0,0.83092,0.0,0.0
0.47638,0.00577,0.00846,0.88603,0.00031,3.47621,0.57535,4.8459,0.41776,1.49822,0.0167,0.50276,0.33432,0.0,0.07298,0.43312,0.0,0.0,0.0,0.46429,0.0,1.0,0.0,0.0
0.46986,0.00711,0.00803,0.90424,0.00055,3.40122,0.54183,5.25142,0.32038,1.70612,0.01555,0.511,0.24992,0.0,0.08755,0.46673,0.0,0.0,0.0,0.38214,0.0,0.70426,0.0,0.0
0.46524,0.00616,0.00637,0.91658,0.00045,3.47374,0.57303,7.14812,0.38297,1.76233,0.01975,0.4512,0.35139,0.0,0.09088,0.45728,0.0,0.0,0.0,0.39828,0.0,0.98758,0.0,0.0
0.47584,0.00577,0.00923,0.81849,0.00051,3.28524,0.76773,6.71329,0.45089,1.86092,0.01936,0.58532,0.37084,0.0,0.08827,0.45269,0.0,0.0,0.0,0.47184,0.0,0.88451,0.0,0.0
