                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.73016,                 2.2365,                 1.6522,                0.56939,                0.26849,                0.34325,                0.14429,                0.77348,                 1.8841,                  1.717,             0.00035922,             0.00035922,             0.00035922
                      2,                0.68891,                 1.4411,                 1.5713,                0.57607,                0.32487,                0.38398,                0.17341,                0.75598,                 1.6442,                 1.7546,              0.0007161,              0.0007161,              0.0007161
                      3,                0.66259,                 1.3298,                 1.5627,                0.37307,                0.45813,                0.36433,                0.16033,                0.78727,                 1.4268,                 1.8003,             0.00098009,             0.00098009,             0.00098009
                      4,                0.65493,                 1.2774,                 1.5283,                0.45439,                0.55872,                0.52009,                0.24254,                0.71607,                 1.3469,                 1.6357,             0.00097014,             0.00097014,             0.00097014
                      5,                0.64432,                 1.2139,                  1.517,                0.45763,                0.49612,                0.50542,                0.24752,                0.69485,                 1.2683,                 1.6798,             0.00096019,             0.00096019,             0.00096019
                      6,                0.63083,                 1.1766,                 1.4875,                0.50786,                0.55191,                0.51974,                0.24404,                0.71967,                 1.2607,                 1.6534,             0.00095024,             0.00095024,             0.00095024
                      7,                 0.6309,                 1.1674,                 1.4849,                0.54645,                 0.5652,                0.59918,                0.30028,                 0.6929,                 1.1114,                 1.5905,             0.00094028,             0.00094028,             0.00094028
                      8,                0.61973,                 1.1568,                 1.4628,                0.71268,                0.54915,                0.59939,                0.29492,                0.67349,                 1.1346,                  1.594,             0.00093033,             0.00093033,             0.00093033
                      9,                0.61856,                 1.1443,                   1.46,                0.73023,                 0.5396,                 0.6172,                0.31568,                0.67566,                 1.1536,                 1.5783,             0.00092038,             0.00092038,             0.00092038
                     10,                 0.6117,                 1.1163,                 1.4593,                0.46541,                0.40627,                0.42417,                0.19674,                0.78837,                  1.427,                 1.6969,             0.00091042,             0.00091042,             0.00091042
                     11,                 0.6079,                 1.1024,                  1.448,                0.61922,                0.56033,                0.59095,                 0.2738,                0.71024,                 1.1255,                 1.6044,             0.00090047,             0.00090047,             0.00090047
                     12,                0.60179,                  1.081,                 1.4418,                 0.6291,                0.58727,                0.64247,                0.32559,                0.64588,                 1.0501,                  1.519,             0.00089052,             0.00089052,             0.00089052
                     13,                0.59854,                 1.0651,                 1.4411,                 0.6336,                0.50038,                0.52847,                0.24435,                0.75116,                 1.3006,                 1.6444,             0.00088057,             0.00088057,             0.00088057
                     14,                0.59612,                   1.06,                 1.4285,                0.60196,                0.53656,                0.60847,                0.29722,                0.68084,                 1.1362,                 1.5732,             0.00087061,             0.00087061,             0.00087061
                     15,                0.58556,                 1.0415,                 1.4138,                0.53959,                0.57758,                0.62714,                0.32734,                0.63861,                 1.0469,                  1.512,             0.00086066,             0.00086066,             0.00086066
                     16,                0.60344,                 1.0413,                  1.439,                0.52821,                0.67053,                0.63911,                 0.3406,                0.63607,                 1.0426,                 1.5021,             0.00085071,             0.00085071,             0.00085071
                     17,                0.58752,                 1.0349,                 1.4163,                0.53416,                0.58398,                0.61054,                0.30971,                0.66416,                 1.0391,                 1.5228,             0.00084075,             0.00084075,             0.00084075
                     18,                 0.5882,                 1.0268,                 1.4229,                0.51188,                0.60001,                0.62718,                0.32248,                0.63617,                 1.0373,                 1.4814,              0.0008308,              0.0008308,              0.0008308
                     19,                0.58145,                 1.0179,                 1.4126,                0.52038,                0.65655,                0.67691,                0.36361,                0.63218,                0.98211,                 1.4951,             0.00082085,             0.00082085,             0.00082085
                     20,                0.58132,                 1.0292,                 1.4196,                0.55337,                0.63463,                0.62969,                0.33497,                0.65832,                  1.042,                 1.5422,             0.00081089,             0.00081089,             0.00081089
                     21,                0.57968,                0.98391,                 1.3993,                0.74637,                0.54437,                0.65123,                0.34336,                0.63585,                  1.052,                 1.4952,             0.00080094,             0.00080094,             0.00080094
                     22,                0.58309,                0.99688,                 1.4168,                 0.6461,                0.62826,                0.65529,                0.34966,                0.66569,                0.97621,                  1.508,             0.00079099,             0.00079099,             0.00079099
                     23,                0.57735,                0.98515,                 1.4047,                0.50979,                0.58659,                0.57461,                0.29003,                  0.706,                 1.1091,                 1.5882,             0.00078104,             0.00078104,             0.00078104
                     24,                0.56936,                0.97699,                 1.4029,                0.57459,                0.67079,                0.66706,                0.35169,                0.63837,                 1.0375,                 1.5047,             0.00077108,             0.00077108,             0.00077108
                     25,                0.56575,                0.97498,                  1.389,                0.62596,                0.66758,                0.66548,                0.35754,                0.62924,                 0.9598,                 1.4737,             0.00076113,             0.00076113,             0.00076113
                     26,                0.57582,                0.96192,                  1.402,                0.65537,                0.59957,                 0.6725,                0.33827,                0.65086,                  1.026,                 1.5292,             0.00075118,             0.00075118,             0.00075118
                     27,                0.56773,                0.96871,                 1.4008,                0.56719,                0.66564,                0.66592,                0.34432,                0.63983,                0.98159,                 1.5073,             0.00074122,             0.00074122,             0.00074122
                     28,                0.56761,                0.95516,                 1.4024,                0.59479,                0.55701,                0.60708,                0.30149,                0.68182,                 1.0839,                 1.5544,             0.00073127,             0.00073127,             0.00073127
                     29,                0.57331,                0.94772,                 1.3914,                0.59117,                0.69179,                0.70748,                0.37561,                0.62061,                0.95128,                 1.4388,             0.00072132,             0.00072132,             0.00072132
                     30,                0.56948,                0.96227,                 1.3915,                0.64615,                0.65637,                0.70453,                0.38402,                0.61735,                0.94512,                 1.4822,             0.00071137,             0.00071137,             0.00071137
                     31,                0.56133,                0.94816,                 1.3854,                0.66416,                0.53439,                0.58183,                0.29887,                0.67273,                 1.0473,                 1.5267,             0.00070141,             0.00070141,             0.00070141
                     32,                0.56719,                0.93817,                 1.3912,                0.73574,                0.65672,                0.72541,                0.38634,                0.62194,                0.93343,                 1.4743,             0.00069146,             0.00069146,             0.00069146
                     33,                0.55808,                0.92753,                 1.3744,                0.62818,                 0.7048,                0.71391,                0.39473,                0.61638,                0.93241,                 1.4599,             0.00068151,             0.00068151,             0.00068151
                     34,                0.56286,                0.91331,                 1.3655,                0.63098,                0.68405,                0.71795,                0.38605,                0.61742,                0.91483,                 1.4609,             0.00067155,             0.00067155,             0.00067155
