                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.7431,                 3.5572,                 3.6397,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.072533,              0.0016665,              0.0016665
                      2,                 2.3897,                  3.142,                 3.1171,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.044583,              0.0032446,              0.0032446
                      3,                 2.1425,                 2.9243,                 2.9147,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.016522,              0.0047113,              0.0047113
                      4,                 2.0337,                 2.8562,                  2.766,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0051534,              0.0051534,              0.0051534
                      5,                 1.9089,                   2.68,                 2.6392,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0049645,              0.0049645,              0.0049645
                      6,                  1.843,                  2.592,                 2.5758,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047757,              0.0047757,              0.0047757
                      7,                   1.79,                 2.4518,                 2.5306,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0045868,              0.0045868,              0.0045868
                      8,                 1.7142,                 2.3331,                 2.4039,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004398,               0.004398,               0.004398
                      9,                 1.6718,                   2.28,                 2.3502,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0042091,              0.0042091,              0.0042091
                     10,                 1.6249,                 2.1955,                 2.2961,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0040202,              0.0040202,              0.0040202
                     11,                 1.6088,                 2.1091,                 2.2408,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0038314,              0.0038314,              0.0038314
                     12,                 1.5557,                 2.0921,                 2.2163,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0036425,              0.0036425,              0.0036425
                     13,                  1.539,                 2.0378,                 2.1843,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0034536,              0.0034536,              0.0034536
                     14,                 1.5336,                  2.008,                 2.1725,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0032648,              0.0032648,              0.0032648
                     15,                 1.4859,                  1.885,                 2.1116,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0030759,              0.0030759,              0.0030759
                     16,                 1.4661,                 1.8597,                 2.1127,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0028871,              0.0028871,              0.0028871
                     17,                 1.4779,                  1.881,                 2.1242,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0026982,              0.0026982,              0.0026982
                     18,                 1.4701,                 1.8607,                 2.1011,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0025093,              0.0025093,              0.0025093
                     19,                   1.42,                 1.7685,                 2.0387,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0023205,              0.0023205,              0.0023205
                     20,                 1.4031,                 1.7271,                 2.0368,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0021316,              0.0021316,              0.0021316
                     21,                 1.4757,                 1.7864,                 2.1167,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0019427,              0.0019427,              0.0019427
                     22,                 1.4603,                 1.7358,                 2.1057,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0017539,              0.0017539,              0.0017539
                     23,                 1.4263,                 1.6964,                 2.0777,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001565,               0.001565,               0.001565
                     24,                 1.3968,                 1.6125,                 2.0407,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0013762,              0.0013762,              0.0013762
                     25,                 1.3856,                 1.6044,                 2.0288,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0011873,              0.0011873,              0.0011873
                     26,                 1.3885,                 1.5722,                 2.0343,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00099843,             0.00099843,             0.00099843
                     27,                 1.3564,                 1.5571,                 1.9867,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00080956,             0.00080956,             0.00080956
                     28,                 1.3339,                 1.5265,                 1.9544,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006207,              0.0006207,              0.0006207
                     29,                 1.3446,                 1.5017,                 1.9671,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043184,             0.00043184,             0.00043184
                     30,                 1.3115,                  1.462,                 1.9326,                0.76318,                0.52838,                0.63973,                 0.3271,                 1.3348,                 1.4295,                 1.9203,             0.00024297,             0.00024297,             0.00024297
