                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.73493,                 1.1383,                 2.1586,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.065786,              0.0013626,              0.0013626
                      2,                0.83495,                 1.3678,                 2.3138,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.031018,              0.0026527,              0.0026527
                      3,                0.87926,                 1.4783,                 2.4407,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0035762,              0.0035762,              0.0035762
                      4,                0.87227,                  1.453,                 2.4114,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0034493,              0.0034493,              0.0034493
                      5,                0.87953,                 1.4458,                 2.4156,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0033224,              0.0033224,              0.0033224
                      6,                 0.8803,                 1.4789,                 2.4268,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0031955,              0.0031955,              0.0031955
                      7,                0.88629,                 1.4091,                 2.4121,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0030686,              0.0030686,              0.0030686
                      8,                0.85329,                 1.3935,                 2.3712,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0029417,              0.0029417,              0.0029417
                      9,                0.82022,                 1.3103,                 2.3139,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0028148,              0.0028148,              0.0028148
                     10,                0.83073,                 1.3331,                 2.3156,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0026879,              0.0026879,              0.0026879
                     11,                0.81242,                 1.2669,                 2.3003,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002561,               0.002561,               0.002561
                     12,                0.81639,                  1.327,                 2.3133,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0024341,              0.0024341,              0.0024341
                     13,                0.81626,                  1.291,                 2.3295,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0023072,              0.0023072,              0.0023072
                     14,                0.80369,                 1.2668,                 2.2788,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0021803,              0.0021803,              0.0021803
                     15,                0.78765,                 1.2376,                 2.2519,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0020534,              0.0020534,              0.0020534
                     16,                 0.7554,                 1.1554,                 2.1993,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0019265,              0.0019265,              0.0019265
                     17,                0.78034,                 1.1877,                  2.229,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0017996,              0.0017996,              0.0017996
                     18,                0.77502,                 1.2023,                  2.219,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016727,              0.0016727,              0.0016727
                     19,                0.74577,                 1.1502,                 2.1747,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015458,              0.0015458,              0.0015458
                     20,                0.74395,                 1.1481,                 2.1767,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014189,              0.0014189,              0.0014189
                     21,                0.76577,                 1.1041,                 2.3054,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001292,               0.001292,               0.001292
                     22,                0.75165,                 1.1012,                 2.2777,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0011651,              0.0011651,              0.0011651
                     23,                0.74968,                  1.091,                 2.2856,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010382,              0.0010382,              0.0010382
                     24,                0.72775,                  1.004,                 2.2153,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00091128,             0.00091128,             0.00091128
                     25,                0.70078,                0.97574,                 2.1691,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00078438,             0.00078438,             0.00078438
                     26,                 0.6844,                0.94545,                  2.145,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00065748,             0.00065748,             0.00065748
                     27,                0.68532,                0.93401,                 2.1477,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00053058,             0.00053058,             0.00053058
                     28,                0.66342,                0.91255,                 2.0997,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00040368,             0.00040368,             0.00040368
                     29,                0.65492,                0.88097,                  2.076,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00027678,             0.00027678,             0.00027678
                     30,                0.63585,                 0.8468,                 2.0435,                   0.74,                0.70624,                0.77458,                0.43583,                0.81265,                0.97921,                 2.3526,             0.00014988,             0.00014988,             0.00014988
