                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.73427,                 2.1954,                 1.6421,                0.47599,                0.29667,                0.27121,                0.12343,                 0.8065,                 1.8393,                 1.7064,             0.00035922,             0.00035922,             0.00035922
                      2,                0.69778,                 1.4356,                 1.5604,                 0.7276,                0.31831,                0.40943,                0.18151,                0.77158,                 1.6184,                 1.7642,              0.0007185,              0.0007185,              0.0007185
                      3,                0.67079,                 1.3223,                 1.5509,                0.53699,                0.45285,                0.40428,                0.17963,                0.76429,                 1.3831,                 1.7417,             0.00098673,             0.00098673,             0.00098673
                      4,                0.65649,                 1.2795,                 1.5271,                 0.3471,                0.45451,                0.40831,                0.19166,                0.80836,                 1.4713,                 1.7719,             0.00098009,             0.00098009,             0.00098009
                      5,                0.63849,                 1.2088,                 1.4979,                0.43313,                 0.5359,                0.48147,                0.23594,                0.70112,                 1.3123,                 1.6107,             0.00097346,             0.00097346,             0.00097346
                      6,                0.63097,                 1.1692,                 1.4624,                0.41329,                0.64771,                0.54919,                0.26512,                0.68798,                 1.1834,                 1.5415,             0.00096682,             0.00096682,             0.00096682
                      7,                0.62819,                 1.1615,                 1.4625,                0.55481,                0.62743,                0.63225,                0.30769,                0.67222,                 1.1141,                 1.5642,             0.00096019,             0.00096019,             0.00096019
                      8,                0.62459,                  1.145,                 1.4577,                0.45432,                0.62237,                0.55847,                 0.2718,                0.68193,                 1.2042,                 1.5696,             0.00095355,             0.00095355,             0.00095355
                      9,                0.61979,                 1.1309,                 1.4434,                0.50311,                 0.5546,                0.58949,                0.29188,                0.68159,                 1.1818,                 1.5719,             0.00094692,             0.00094692,             0.00094692
                     10,                0.61025,                 1.1031,                 1.4426,                0.57009,                0.45463,                0.45048,                0.20736,                0.76713,                 1.2862,                 1.6139,             0.00094028,             0.00094028,             0.00094028
                     11,                0.60737,                 1.0922,                 1.4343,                 0.5825,                 0.5135,                0.63065,                 0.3108,                0.68259,                 1.1597,                 1.5491,             0.00093365,             0.00093365,             0.00093365
                     12,                0.60352,                 1.0771,                 1.4256,                0.56231,                0.63676,                  0.631,                0.32286,                0.65348,                 1.0779,                 1.5169,             0.00092701,             0.00092701,             0.00092701
                     13,                 0.5995,                 1.0565,                 1.4297,                0.59189,                0.67189,                0.66806,                  0.337,                0.64541,                 1.0174,                 1.4939,             0.00092038,             0.00092038,             0.00092038
                     14,                0.60131,                 1.0576,                 1.4271,                0.56703,                0.61562,                0.65773,                0.35068,                0.64333,                 1.0628,                 1.5009,             0.00091374,             0.00091374,             0.00091374
                     15,                0.58691,                 1.0352,                 1.4039,                0.58637,                0.56371,                0.62292,                0.32688,                0.64705,                 1.0601,                 1.4927,             0.00090711,             0.00090711,             0.00090711
                     16,                0.60468,                 1.0469,                 1.4285,                0.49584,                0.46161,                0.47103,                0.21894,                0.75167,                 1.3393,                 1.6245,             0.00090047,             0.00090047,             0.00090047
                     17,                 0.5911,                 1.0286,                 1.4113,                0.72185,                0.54897,                0.62814,                0.31728,                0.66413,                 1.0801,                 1.5662,             0.00089384,             0.00089384,             0.00089384
                     18,                0.59094,                 1.0265,                  1.408,                0.61466,                0.54864,                0.64631,                0.33462,                0.65508,                 1.0265,                 1.4893,              0.0008872,              0.0008872,              0.0008872
                     19,                0.58436,                 1.0162,                 1.4068,                0.51521,                0.64469,                0.66119,                0.36101,                0.62843,                 1.0024,                 1.4804,             0.00088057,             0.00088057,             0.00088057
                     20,                0.58696,                 1.0384,                 1.4073,                0.54478,                0.63622,                0.63553,                0.32526,                0.66642,                 1.0683,                 1.4958,             0.00087393,             0.00087393,             0.00087393
                     21,                0.58095,                0.98923,                 1.3914,                0.60941,                0.67231,                0.69092,                0.35467,                0.64472,                0.97437,                  1.481,             0.00086729,             0.00086729,             0.00086729
                     22,                0.58421,                 1.0002,                  1.404,                0.56793,                0.64506,                0.66117,                0.34296,                0.65368,                 1.0062,                 1.4867,             0.00086066,             0.00086066,             0.00086066
                     23,                0.58037,                 1.0079,                 1.4016,                0.48047,                0.65205,                0.63533,                0.31554,                0.67356,                 1.0662,                 1.5428,             0.00085402,             0.00085402,             0.00085402
                     24,                0.57226,                0.98658,                 1.3887,                0.59893,                0.66029,                0.68742,                 0.3614,                0.60851,                 1.0049,                  1.464,             0.00084739,             0.00084739,             0.00084739
                     25,                0.57115,                0.97203,                 1.3812,                0.60377,                 0.6605,                0.67407,                0.36182,                0.62897,                0.98115,                 1.4779,             0.00084075,             0.00084075,             0.00084075
                     26,                0.57726,                0.96269,                  1.391,                0.61825,                0.64622,                0.66982,                0.32839,                 0.6537,                 1.0447,                 1.5207,             0.00083412,             0.00083412,             0.00083412
                     27,                0.57116,                0.96245,                 1.3811,                0.61825,                0.66528,                0.67119,                0.36045,                0.62098,                0.96916,                 1.4649,             0.00082748,             0.00082748,             0.00082748
                     28,                0.57182,                0.95897,                 1.3866,                0.66746,                0.65625,                0.70588,                0.37618,                0.62803,                0.94978,                 1.4678,             0.00082085,             0.00082085,             0.00082085
                     29,                0.57626,                0.95749,                 1.3868,                0.55571,                0.68409,                0.68844,                0.36936,                0.62663,                0.95198,                  1.441,             0.00081421,             0.00081421,             0.00081421
                     30,                0.57283,                0.96258,                 1.3859,                0.62287,                0.68038,                0.72466,                0.36765,                0.63028,                0.93871,                 1.4852,             0.00080758,             0.00080758,             0.00080758
                     31,                0.56434,                0.94604,                 1.3777,                0.71525,                0.59115,                0.67752,                 0.3579,                0.63412,                0.95768,                 1.4908,             0.00080094,             0.00080094,             0.00080094
