                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0394,                 2.3319,                 3.5442,                 0.6685,                0.12903,                0.02438,                0.00682,                 2.0062,                 9.2753,                 4.3752,               0.063317,              0.0014609,              0.0014609
                      2,                 1.6102,                 1.9589,                  2.864,                0.54093,                0.21553,                0.04763,                0.01295,                 1.7537,                 12.273,                 3.2156,               0.026108,              0.0029124,              0.0029124
                      3,                 1.3919,                 1.8001,                 2.6248,                0.42473,                0.11024,                0.06606,                0.01929,                 1.5323,                 3.6926,                 2.8141,              0.0037538,              0.0037538,              0.0037538
                      4,                 1.2735,                 1.6684,                 2.4297,                0.08308,                 0.3252,                0.08242,                 0.0285,                 1.5225,                 2.6825,                 2.7355,              0.0037158,              0.0037158,              0.0037158
                      5,                 1.2209,                 1.5438,                 2.3488,                0.25462,                0.12109,                0.04489,                  0.014,                 1.6094,                 4.3221,                 3.2394,              0.0036777,              0.0036777,              0.0036777
                      6,                 1.1594,                 1.4715,                 2.2549,                0.07975,                0.31834,                 0.1282,                0.04758,                 1.3472,                 2.2387,                 2.4516,              0.0036396,              0.0036396,              0.0036396
                      7,                 1.1333,                 1.4245,                 2.2068,                0.14999,                0.33357,                0.12638,                0.04557,                 1.3757,                 2.6724,                 2.4654,              0.0036015,              0.0036015,              0.0036015
                      8,                 1.1001,                 1.3735,                 2.1501,                0.42472,                0.32456,                 0.2423,                 0.0873,                 1.3073,                 1.5639,                 2.4023,              0.0035634,              0.0035634,              0.0035634
                      9,                 1.0995,                 1.3468,                 2.1473,                0.31016,                0.43822,                0.32432,                0.12504,                 1.1997,                 1.5159,                 2.3024,              0.0035254,              0.0035254,              0.0035254
                     10,                 1.0722,                 1.3283,                 2.1155,                0.34819,                0.19859,                0.14547,                0.05084,                 1.4406,                 2.3296,                 2.6694,              0.0034873,              0.0034873,              0.0034873
                     11,                 1.0749,                   1.33,                 2.1058,                0.22292,                0.24593,                 0.1708,                0.05907,                 1.2994,                 1.9042,                 2.4151,              0.0034492,              0.0034492,              0.0034492
                     12,                 1.0429,                 1.2998,                 2.0739,                 0.2516,                0.39721,                0.23931,                0.08566,                  1.209,                 1.7605,                  2.232,              0.0034111,              0.0034111,              0.0034111
                     13,                 1.0116,                 1.2422,                 2.0109,                0.45926,                0.37278,                0.32751,                0.12606,                 1.1737,                 1.4025,                 2.1485,              0.0033731,              0.0033731,              0.0033731
                     14,                 1.0145,                 1.2451,                 2.0341,                0.52821,                0.36063,                0.35967,                0.14611,                 1.1368,                  1.375,                 2.1978,               0.003335,               0.003335,               0.003335
                     15,                 1.0232,                 1.2346,                 2.0046,                0.69691,                0.30591,                 0.3343,                0.14324,                 1.1359,                 1.4724,                 2.0577,              0.0032969,              0.0032969,              0.0032969
                     16,                0.98936,                 1.1952,                  1.968,                0.39524,                0.49724,                0.44852,                0.20594,                 1.0835,                 1.2334,                 2.0221,              0.0032588,              0.0032588,              0.0032588
                     17,                0.99153,                 1.1851,                 1.9622,                0.42115,                0.55338,                0.49192,                0.21191,                 1.0737,                 1.6303,                 2.0304,              0.0032207,              0.0032207,              0.0032207
                     18,                0.98094,                 1.1803,                 1.9602,                0.62341,                0.47351,                0.48863,                0.21514,                 1.0809,                 1.2502,                 2.0688,              0.0031827,              0.0031827,              0.0031827
                     19,                0.98989,                 1.2026,                 1.9646,                0.47683,                0.45185,                0.44913,                0.20006,                 1.0446,                 1.2285,                 2.0371,              0.0031446,              0.0031446,              0.0031446
                     20,                0.96702,                 1.1585,                  1.932,                0.59091,                0.44352,                0.45523,                0.19584,                 1.0797,                 1.2803,                 2.1315,              0.0031065,              0.0031065,              0.0031065
                     21,                 0.9615,                 1.1473,                 1.9238,                0.76574,                0.36458,                0.46381,                0.20242,                 1.0501,                 1.2865,                 1.9894,              0.0030684,              0.0030684,              0.0030684
                     22,                0.95762,                 1.1304,                 1.8933,                0.61275,                0.19819,                0.23643,                0.10459,                  1.304,                  2.138,                 2.5298,              0.0030303,              0.0030303,              0.0030303
                     23,                0.94973,                 1.1222,                 1.8918,                0.26079,                 0.4227,                 0.3188,                0.13573,                 1.2332,                 2.1201,                 2.3525,              0.0029923,              0.0029923,              0.0029923
                     24,                 0.9425,                 1.1188,                 1.8708,                0.47148,                0.54114,                0.52418,                0.21591,                 1.0856,                 1.2053,                  2.031,              0.0029542,              0.0029542,              0.0029542
                     25,                 0.9443,                 1.1154,                 1.8831,                 0.5537,                0.44812,                0.47752,                 0.2074,                 1.0369,                 1.3419,                 1.9652,              0.0029161,              0.0029161,              0.0029161
                     26,                0.92876,                  1.112,                  1.877,                0.61987,                0.44682,                0.47293,                 0.2098,                 1.0878,                 1.2694,                    2.1,               0.002878,               0.002878,               0.002878
                     27,                0.92915,                 1.0999,                 1.8579,                0.54101,                0.42392,                0.43084,                0.18988,                 1.1188,                 1.3793,                 2.1528,              0.0028399,              0.0028399,              0.0028399
                     28,                0.92111,                 1.0958,                 1.8658,                0.65739,                0.48415,                0.53374,                0.24085,                 1.0634,                 1.1176,                 1.9868,              0.0028019,              0.0028019,              0.0028019
                     29,                0.92001,                 1.0866,                  1.849,                0.52763,                 0.4272,                0.42448,                 0.1756,                 1.1478,                 1.4842,                 2.1832,              0.0027638,              0.0027638,              0.0027638
                     30,                 0.9158,                 1.0753,                 1.8556,                0.54174,                0.51414,                0.53996,                0.24519,                0.99307,                 1.1722,                 1.9408,              0.0027257,              0.0027257,              0.0027257
                     31,                0.92291,                 1.1106,                 1.8596,                0.24112,                0.26778,                0.12229,                0.04478,                 1.5585,                 2.8827,                 3.1356,              0.0026876,              0.0026876,              0.0026876
                     32,                0.90896,                 1.0606,                 1.8287,                0.70005,                0.45794,                0.56589,                0.25951,                0.95991,                 1.0864,                 1.8761,              0.0026496,              0.0026496,              0.0026496
                     33,                0.90214,                 1.0596,                 1.8322,                0.56487,                0.52487,                0.51578,                0.23866,                0.99176,                 1.1192,                 1.9117,              0.0026115,              0.0026115,              0.0026115
                     34,                0.89905,                 1.0637,                 1.8297,                0.45654,                0.58176,                 0.5904,                0.28018,                 0.9768,                 1.0627,                 1.9218,              0.0025734,              0.0025734,              0.0025734
                     35,                 0.8975,                 1.0379,                 1.8094,                0.28196,                0.40783,                0.25121,                0.10934,                 1.2595,                 1.8237,                 2.3553,              0.0025353,              0.0025353,              0.0025353
                     36,                0.89294,                 1.0437,                 1.8109,                0.54848,                0.54683,                0.56531,                 0.2607,                0.98156,                 1.1103,                 1.8806,              0.0024972,              0.0024972,              0.0024972
                     37,                0.88895,                 1.0401,                 1.8041,                0.57962,                0.48919,                0.50564,                0.23376,                 1.0447,                 1.2063,                 2.0146,              0.0024592,              0.0024592,              0.0024592
                     38,                0.89561,                 1.0385,                 1.8035,                0.68715,                    0.5,                0.57875,                0.27923,                0.95856,                 1.1343,                 1.8678,              0.0024211,              0.0024211,              0.0024211
                     39,                0.90511,                  1.036,                 1.8122,                0.48887,                 0.5366,                0.53994,                0.24621,                0.98352,                  1.238,                 1.9741,               0.002383,               0.002383,               0.002383
                     40,                0.88285,                 1.0265,                 1.7977,                0.34428,                0.45112,                0.38289,                0.16747,                 1.1466,                 1.4382,                 2.1746,              0.0023449,              0.0023449,              0.0023449
                     41,                0.88385,                 1.0243,                 1.8155,                0.57226,                0.45518,                0.45961,                0.19145,                  1.174,                 1.3527,                 2.2154,              0.0023068,              0.0023068,              0.0023068
                     42,                0.88479,                 1.0134,                 1.8043,                0.75012,                0.45563,                0.58335,                0.27278,                0.97684,                 1.0871,                 1.8967,              0.0022688,              0.0022688,              0.0022688
                     43,                0.88938,                 1.0354,                 1.8139,                0.51992,                0.60557,                0.55915,                0.26952,                0.97931,                 1.1275,                 1.9153,              0.0022307,              0.0022307,              0.0022307
                     44,                0.86314,                 1.0063,                 1.7703,                 0.4762,                0.38652,                0.34703,                0.14342,                 1.2161,                 1.7604,                 2.4981,              0.0021926,              0.0021926,              0.0021926
                     45,                0.88472,                 1.0157,                 1.8033,                0.66175,                0.43237,                0.48969,                 0.2225,                 1.0897,                 1.2063,                 2.0135,              0.0021545,              0.0021545,              0.0021545
                     46,                0.88001,                 1.0044,                 1.7834,                0.55907,                0.60464,                0.62424,                0.30074,                0.94422,                 1.0032,                 1.8516,              0.0021164,              0.0021164,              0.0021164
