                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1719,                 2.2228,                 2.1037,                0.46797,                 0.1224,                0.11927,                 0.0413,                 1.3504,                 2.0224,                 2.1569,             0.00038144,             0.00038144,             0.00038144
                      2,                 1.1179,                 1.6778,                 2.0501,                0.24455,                0.39063,                0.20086,                0.06747,                 1.3116,                 2.3929,                  2.169,             0.00076041,             0.00076041,             0.00076041
                      3,                 1.0871,                 1.5409,                 2.0218,                0.48862,                 0.3918,                0.35515,                0.15503,                  1.177,                 1.4784,                 2.0963,             0.00098012,             0.00098012,             0.00098012
                      4,                 1.0578,                  1.466,                  1.985,                  0.476,                0.41544,                0.36059,                 0.1384,                 1.1598,                 1.2668,                 1.9842,             0.00097017,             0.00097017,             0.00097017
                      5,                  1.022,                 1.4195,                 1.9513,                0.34597,                0.50619,                0.40641,                0.15765,                 1.2318,                 1.4812,                 2.1446,             0.00096023,             0.00096023,             0.00096023
                      6,                  1.026,                 1.4165,                 1.9532,                0.34368,                0.53955,                0.40496,                 0.1722,                 1.1198,                 1.3352,                 1.9568,             0.00095029,             0.00095029,             0.00095029
                      7,                 1.0003,                 1.3753,                 1.9164,                0.41078,                0.55867,                0.46998,                0.19521,                 1.0871,                 1.2428,                 1.9045,             0.00094035,             0.00094035,             0.00094035
                      8,                0.98811,                 1.3665,                 1.8967,                0.64302,                0.47047,                0.52905,                 0.2287,                 1.0741,                 1.1387,                 1.8432,              0.0009304,              0.0009304,              0.0009304
                      9,                0.97093,                  1.333,                 1.8872,                0.66397,                0.49022,                0.55148,                0.21763,                 1.1558,                 1.1432,                 1.9381,             0.00092046,             0.00092046,             0.00092046
                     10,                0.96424,                 1.3127,                 1.8651,                0.45503,                0.56551,                0.50417,                 0.2017,                 1.1664,                 1.2883,                 2.0133,             0.00091052,             0.00091052,             0.00091052
                     11,                 0.9608,                 1.3123,                 1.8593,                0.64737,                0.49491,                0.53315,                0.22525,                 1.1092,                 1.1198,                 1.8241,             0.00090058,             0.00090058,             0.00090058
                     12,                0.96485,                 1.3061,                 1.8604,                0.79218,                0.47077,                0.58043,                0.26031,                0.99204,                 1.1086,                  1.765,             0.00089063,             0.00089063,             0.00089063
                     13,                0.95271,                 1.2937,                  1.848,                  0.427,                0.54352,                0.50542,                0.20409,                 1.0828,                 1.1846,                  1.866,             0.00088069,             0.00088069,             0.00088069
                     14,                0.95355,                 1.2811,                 1.8438,                0.48893,                0.53871,                0.51704,                0.23713,                 1.0158,                 1.0685,                  1.779,             0.00087075,             0.00087075,             0.00087075
                     15,                0.94078,                 1.2596,                 1.8301,                0.55898,                 0.5265,                0.52042,                0.24066,                 1.0305,                 1.1643,                 1.8224,             0.00086081,             0.00086081,             0.00086081
