                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0123,                  2.032,                 1.7601,                0.43014,                0.23832,                0.22542,                0.09629,                 1.1807,                 1.7718,                 1.8658,             0.00038144,             0.00038144,             0.00038144
                      2,                0.95181,                 1.3423,                  1.663,                0.47175,                0.36845,                0.29967,                0.12308,                 1.1263,                 1.6114,                 2.0613,             0.00076041,             0.00076041,             0.00076041
                      3,                0.92158,                 1.2311,                 1.6413,                0.34972,                 0.4219,                0.37177,                0.15982,                 1.0506,                 1.2311,                 1.8305,             0.00098012,             0.00098012,             0.00098012
                      4,                0.91492,                 1.1783,                 1.6243,                0.38365,                0.44753,                0.39841,                 0.1637,                 1.1133,                  1.397,                 1.8917,             0.00097017,             0.00097017,             0.00097017
                      5,                0.89741,                 1.1424,                 1.5911,                0.49373,                0.55965,                0.58302,                0.27989,                0.95493,                 1.0889,                 1.7097,             0.00096023,             0.00096023,             0.00096023
                      6,                0.87452,                 1.0889,                 1.5667,                0.64644,                0.41172,                0.48011,                0.22817,                 0.9784,                 1.1784,                 1.7514,             0.00095029,             0.00095029,             0.00095029
                      7,                0.86421,                  1.084,                 1.5587,                0.50057,                0.57585,                0.54884,                0.26328,                0.93977,                 1.0714,                 1.7033,             0.00094035,             0.00094035,             0.00094035
                      8,                 0.8331,                 1.0474,                 1.5291,                0.61158,                0.51724,                0.49935,                0.23346,                0.98399,                 1.1636,                 1.7634,              0.0009304,              0.0009304,              0.0009304
                      9,                0.84161,                 1.0279,                 1.5371,                0.70441,                0.56084,                0.64768,                0.32448,                0.91522,                0.97792,                 1.6522,             0.00092046,             0.00092046,             0.00092046
                     10,                0.84382,                 1.0167,                 1.5412,                0.55006,                0.63958,                 0.6298,                0.31538,                0.92854,                 1.0531,                 1.6443,             0.00091052,             0.00091052,             0.00091052
                     11,                0.83502,                 1.0197,                 1.5324,                0.55814,                0.57029,                0.59053,                0.29034,                0.91425,                 1.0332,                 1.6281,             0.00090058,             0.00090058,             0.00090058
                     12,                0.81276,                 0.9862,                 1.4994,                0.58697,                0.61947,                0.61941,                 0.3116,                0.91516,                0.97586,                 1.5777,             0.00089063,             0.00089063,             0.00089063
                     13,                0.81823,                0.97269,                 1.4967,                0.62785,                  0.588,                0.64589,                0.32515,                0.91633,                0.94816,                 1.5909,             0.00088069,             0.00088069,             0.00088069
                     14,                0.81709,                0.97736,                  1.501,                0.73324,                0.54017,                0.60358,                0.31219,                0.89531,                 1.0319,                  1.593,             0.00087075,             0.00087075,             0.00087075
                     15,                0.82119,                0.96426,                 1.4978,                0.60295,                 0.5613,                0.59092,                0.29456,                0.95028,                 1.0335,                 1.6584,             0.00086081,             0.00086081,             0.00086081
                     16,                 0.8004,                0.94556,                 1.4753,                0.56659,                0.62006,                0.62786,                0.30932,                0.89731,                0.94297,                 1.5949,             0.00085087,             0.00085087,             0.00085087
                     17,                0.80179,                0.95368,                 1.4881,                 0.5504,                0.64816,                0.66784,                0.33391,                0.91023,                0.97984,                 1.6181,             0.00084092,             0.00084092,             0.00084092
                     18,                0.80698,                0.95214,                 1.5037,                0.78508,                0.55513,                0.66493,                0.34596,                0.88965,                0.93354,                 1.5589,             0.00083098,             0.00083098,             0.00083098
                     19,                0.80556,                  0.935,                 1.4907,                0.68309,                0.64524,                0.70651,                0.37668,                0.86736,                0.86921,                 1.5679,             0.00082104,             0.00082104,             0.00082104
                     20,                0.79338,                0.91839,                 1.4754,                0.61298,                0.65752,                0.67556,                0.35704,                0.89754,                0.89182,                  1.571,              0.0008111,              0.0008111,              0.0008111
                     21,                0.79303,                0.90167,                  1.467,                0.55189,                0.61534,                0.63507,                0.33101,                0.88141,                0.97303,                 1.5614,             0.00080115,             0.00080115,             0.00080115
